piece,cohort,passage_id,livre,chapter,start,end,score
365,workbook,cmu1ovo25005y04ldp6gxwab4,13,,29969,30338,0.903846
366,workbook,cmu1ovo40005z04ldxppi2zgh,13,,31003,32219,0.884354
367,workbook,cmu1ovo5p006004ldpgilrbrw,13,,33509,34424,0.945455
368,workbook,cmu1ovo7w006104ldvxpyqi8b,13,,97137,99002,0.972826
369,workbook,cmu1ovo9p006204ldqn2c41a9,13,,114430,115123,0.907895
370,workbook,cmu1ovoby006304ld5bumas3b,13,,118249,118829,0.945946
371,workbook,cmu1ovoe3006404ldbeqq31gt,13,,147692,148556,0.918367
372,workbook,cmu1ovog5006504lds572o8ux,13,,152581,153715,0.970370
373,workbook,cmu1ovohw006604ldaasl8irx,13,,166728,168304,0.932203
374,workbook,cmu1ovok1006704ld13s4rvvy,13,,178717,180600,0.891429
375,workbook,cmu1ovolx006804ld7s77valj,13,,182693,183164,0.969231
376,workbook,cmu1ovonx006904ld2tcdt0eu,13,,196024,196797,0.900990
377,workbook,cmu1ovoq8006a04ld72kdkqo0,13,,196987,197774,0.917526
378,workbook,cmu1ovot9006b04ldfyohkln8,13,,215959,216500,0.949367
379,workbook,cmu1ovovg006c04ldquese4bu,13,,217726,218047,0.952381
380,workbook,cmu1ovoxq006d04ldpoo6i0qd,13,,218613,219117,0.925373
381,workbook,cmu1ovozq006e04ld8kze2e5a,13,,231288,232339,0.910448
382,workbook,cmu1ovp21006f04ld68ly5a76,13,,232765,233632,0.961538
383,workbook,cmu1ovp3p006g04ldbbbgxdv7,13,,234207,235651,0.936306
384,workbook,cmu1ovp5e006h04ldwjzr3usb,13,,254374,255286,0.935185
385,workbook,cmu1ovp7c006i04ld2jt486el,13,,255433,256475,0.921875
386,workbook,cmu1ovp9f006j04ldg62oizbu,13,,306790,307160,0.941176
387,workbook,cmu1ovpb5006k04ldc9jz8wn6,13,,307179,307995,0.931373
388,workbook,cmu1ovpdh006l04ldxdn2m3o2,13,,308308,309360,0.942149
389,workbook,cmu1ovpfh006m04ldpnrjmnxw,13,,309895,310703,0.979381
390,workbook,cmu1ovpho006n04ld7rkcljlc,13,,311169,311910,0.943182
391,workbook,cmu1ovpjg006o04ldkzunmh16,13,,318357,319765,0.943038
392,workbook,cmu1ovpli006p04ldw054yvn9,13,,326424,330694,0.920110
393,workbook,cmu1ovpnd006q04ldaeavvikg,13,,332231,332811,0.871795
394,workbook,cmu1ovpp7006r04ldnd4hghvm,13,,332812,333331,0.912281
395,workbook,cmu1ovpqv006s04ldfk125ko1,13,,334618,335514,0.943925
396,workbook,cmu1ovpso006t04ldnvsj4kob,13,,338731,339582,0.922330
397,workbook,cmu1ovpum006u04ld8rwesxqx,13,,340016,340894,0.953704
398,workbook,cmu1ovpxo006v04ldlthhn8b9,13,,348216,349644,0.916667
399,workbook,cmu1ovpzp006w04ld0pqhg4ts,13,,366474,367813,0.935065
400,workbook,cmu1ovq1f006x04ldysar1ma3,13,,371000,371641,0.860465
401,workbook,cmu1ovq3l006y04ldfmmn8j20,13,,386790,388510,0.928177
402,workbook,cmu1ovq5d006z04ld88pxzq1t,13,,388851,392365,0.899390
403,workbook,cmu1ovq78007004ldoj92o7c1,13,,424814,427584,0.932735
404,workbook,cmu1ovq9f007104ldz8s2n43k,13,,428300,429536,0.936937
405,workbook,cmu1ovqcy007204ldsso0q7i6,13,,480557,481208,0.954545
406,workbook,cmu1ovqeu007304ldd3r0k1l9,13,,497658,502298,0.927711
407,workbook,cmu1ovqgy007404ld3t2rm3rf,13,,503143,507059,0.877384
408,workbook,cmu1ovqj2007504ldp2xur6a2,14,,30476,31680,0.926471
409,workbook,cmu1ovqkw007604lddrpicvjt,14,2,40208,40887,0.928571
410,workbook,cmu1ovqp3007704ldra4mglxy,14,2,41010,42988,0.901478
411,workbook,cmu1ovqsa007804ldmwg93a8c,14,12,123660,124636,0.897436
412,workbook,cmu1ovqu5007904lddz9vbq5p,14,14,140822,141830,0.911765
413,workbook,cmu1ovqw5007a04ldsc49qrot,14,14,142155,143110,0.916667
414,workbook,cmu1ovqyx007b04ldvpugrdu3,14,19,202407,203474,0.868217
415,workbook,cmu1ovr0p007c04ldwrqkap3r,14,19,203725,204505,0.892473
416,workbook,cmu1ovr2s007d04ld218xevs0,14,21,229946,230777,0.922330
417,workbook,cmu1ovr4z007e04ldiw62fq2o,14,21,231122,232008,0.957983
418,workbook,cmu1ovr7v007f04lddw35dnm8,14,,261022,262869,0.897849
419,workbook,cmu1ovr9h007g04ld8f9ilyp8,14,29,281427,282235,0.944444
420,workbook,cmu1ovrbb007h04ldeq5v3hyj,14,29,282237,282645,0.933333
421,workbook,cmu1ovrd4007i04ldhnqwbf08,14,30,291229,291884,0.936709
422,workbook,cmu1ovrev007j04ldv0y5kon9,14,30,291885,292074,0.962963
423,workbook,cmu1ovrgm007k04ld4ide4ys9,14,,448776,449881,0.881890
424,workbook,cmu1ovrik007l04ldee9413bm,14,,450698,451431,0.897959
425,workbook,cmu1ovrk6007m04ld4qz6rh6i,14,,452107,452988,0.920792
426,workbook,cmu1ovrm2007n04ld15nmvkkf,14,47,462169,463127,0.909910
427,workbook,cmu1ovroh007o04ldqccaag5e,14,48,474846,476495,0.913978
428,workbook,cmu1ovrq5007p04ld7nsysiu7,14,49,481072,484757,0.904437
429,workbook,cmu1ovrrt007q04ldn954pzwh,14,49,484927,485181,0.897436
430,workbook,cmu1ovrtk007r04ldelsvs3cj,14,51,502647,503359,0.941860
431,workbook,cmu1ovrv4007s04ldb6hmp75b,14,51,503639,504014,0.940000
432,workbook,cmu1ovrxj007t04ldb66juzex,14,51,510632,511597,0.884956
433,workbook,cmu1ovrzf007u04ldm1odycrl,14,53,525873,526650,0.902174
434,workbook,cmu1ovs1c007v04ld34cuosiz,14,55,551814,552223,0.827586
435,workbook,cmu1ovs34007w04ld3k3befmi,14,55,559356,560851,0.921212
436,workbook,cmu1ovs66007x04ldyz9t62nr,14,55,560978,562371,0.905660
437,workbook,cmu1ovs8h007y04ldf489mhu9,14,56,566895,568144,0.934307
438,workbook,cmu1ovsc2007z04ldipdi30x6,14,56,568371,568825,0.947368
439,workbook,cmu1ovse6008004ld40v0yn7d,14,56,570658,571433,0.975610
440,workbook,cmu1ovshy008104ld4fomrkdm,14,56,572137,573452,0.924242
441,workbook,cmu1ovsju008204lddtqlp648,14,58,596542,597400,0.872549
442,workbook,cmu1ovsmu008304ldp91xju9n,14,58,597464,598434,0.915254
443,workbook,cmu1ovson008404ld2p794gkz,14,61,632884,633452,0.808219
444,workbook,cmu1ovsql008504ldazu06fcr,14,63,656708,658824,0.918660
445,workbook,cmu1ovss6008604ldcb0r02bk,14,63,659728,660454,0.940299
446,workbook,cmu1ovsuj008704ldhhjmvqx5,14,63,663637,664310,0.813953
447,workbook,cmu1ovsyi008804ldl29f7fz5,14,63,664815,665558,0.892473
448,workbook,cmu1ovt27008904ldx5bdhug0,14,64,674570,675478,0.929204
449,workbook,cmu1ovt53008a04ld9e6se096,14,64,675695,676531,0.950495
450,workbook,cmu1ovt7a008b04ldx58oz20i,14,64,677074,678163,0.915254
451,workbook,cmu1ovt99008c04ld71qttab0,14,66,691486,692986,0.957055
452,workbook,cmu1ovtv3008d04ld2kpqtmvo,14,,704858,706076,0.857143
453,workbook,cmu1ovtxl008e04ldn6o5dgib,14,70,721763,722984,0.965035
454,workbook,cmu1ovu09008f04ldwbo3rpok,14,73,766424,767364,0.910714
455,workbook,cmu1ovu25008g04ldzhecg20t,14,73,770659,771481,0.949495
456,workbook,cmu1ovu4r008h04ldcrpup5wu,14,73,771541,772203,0.950617
457,workbook,cmu1ovu7m008i04ldvcr99xc0,14,74,791206,794036,0.902724
